"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"","036.0.2.3.4","","036.0.2.3","535","Mussels, live, fresh or chilled","Mejillones, vivos, frescos o refrigerados","Moules, vivantes, fraîches ou réfrigérées","false",""
"","036.0.2.3.5","","036.0.2.3","536","Scallops, pectens, etc., live, fresh or chilled","Vieiras, etc., vivas, frescas o refrigeradas","Coquilles St. Jacques, etc., vivantes, fraîches ou réfrigérées","false",""
"","036.0.2.3.6","","036.0.2.3","537","Clams, cockles, arkshells, etc., live, fresh or chilled","Almejas, berberechos, arcas, etc., vivos, frescos o refrigerados","Clams, coques, arches, etc., vivants, frais ou réfrigérés","false",""
"","036.0.2.3.7","","036.0.2.3","538","Cephalopods live, fresh or chilled","Cefalópodos vivos, frescos o refrigerados","Céphalopodes vivants, frais ou réfrigérés","false",""
"21259","036.0.1.4.6.10","46","036.0.1.4.6","539","Krill, etc. frozen","Krill, etc. congelado","Krill, etc. congelé","true","036.19"
"21259","036.0.1.4.9.90","47","036.0.1.4.9","540","Crustaceans nei, even smoked, frozen","Crustáceos nep, ahumados, congelados","Crustacés  nca, fumés, congelés","true","036.19"
"21251","036.0.1.5.2.90","42","036.0.1.5.2","541","Crabs, dried, salted or in brine, smoked, nei","Cangrejos, secos, salados o en salmuera, ahumados, nep","Crabes, séchés, salés ou en saumure, fumés, nca","true","036.2"
"21256","036.0.1.5.5.90","45","036.0.1.5.5","542","Shrimps and prawns, dried, salted or in brine, smoked nei","Camarones, secos, salados o en salmuera, ahumados nep","Crevettes, séchées, salées ou en saumure, fumées nca","true","036.2"
"21259","036.0.1.5.9.90","47","036.0.1.5.9","543","Crustaceans nei, dried, salted or in brine, smoked","Crustáceos nep, secos, salados o en salmuera, ahumados","Crustacés nca, séchés, salés ou en saumure, fumés","true","036.2"
"449","036.0.2.1.9.90","58","036.0.2.1.9","544","Molluscs live, spat, for breeding and other purposes, nei","Moluscos vivos y larvas para reproducción y otros fines, nep","Mollusques vivants, naissain pour la reproduction et autres destinations, nca","true","036.35"
"","036.0.2","","036.0","545","Molluscs & oth. aq.inv., live, fresh, chilled, frozen, salted, in brine or dried","Moluscos, y otros inver. ac.vivos, frescos, refrig., congelados, salados, en salmuera o secos","Mollusques & autres inver. aq. vivants, frais, réfrig., congelés, salés, en saumure ou séchés","false",""
"441","036.0.2.3.2.10","52","036.0.2.3.2","546","Abalones, shucked or not, live,fresh or chilled","Orejas de mar sin concha o con concha, vivas,frescas o refrigeradas","Ormeaux, écaillés ou non, vivants, frais ou réfrigérés","true","036.35"
"449","036.0.2.3.2.90","52","036.0.2.3.2","547","Univalves, live, fresh or chilled, nei","Moluscos univalvos, vivos, frescos o refrigerados, nep","Univalves, vivants, frais ou réfrigérés, nca","true","036.35"
"442","036.0.2.3.3.10","53","036.0.2.3.3","548","Flat oysters, shucked or not, live, fresh or chilled","Ostras, sin concha o con concha, vivas, frescas o refrigeradas","Huîtres plates, écaillées ou non, vivantes fraîches ou réfrigérées","true","036.31"
"442","036.0.2.3.3.21","53","036.0.2.3.3","549","Oysters, in shell, live fresh or chilled","Ostras con concha, vivas frescas o refrigeradas","Huîtres en écaille, vivantes fraîches ou réfrigérées","true","036.31"
"442","036.0.2.3.3.22","53","036.0.2.3.3","550","Oysters, shucked, fresh or chilled","Ostras sín concha, frescas o refrigeradas","Huîtres écaillées, fraîches ou réfrigérées","true","036.31"
"442","036.0.2.3.3.29","53","036.0.2.3.3","551","Oysters, live fresh or chilled, nei","Ostras, vivas frescas o refrigeradas, nep","Huîtres, vivantes fraîches ou réfrigérées, nca","true","036.31"
"443","036.0.2.3.4.90","54","036.0.2.3.4","552","Mussels, live, fresh or chilled, nei","Mejillones, vivos, frescos o refrigerados, nep","Moules, vivantes, fraîches ou réfrigérées, nca","true","036.35"
"444","036.0.2.3.5.90","55","036.0.2.3.5","553","Scallops, shucked, fresh or chilled, nei","Vieiras sín concha, frescas o refrigeradas, nep","Coquilles St. Jacques, écaillées, fraîches ou réfrigérées, nca","true","036.35"
"445","036.0.2.3.6.10","56","036.0.2.3.6","554","Clams, shucked or not, live, fresh or chilled","Almejas, sin concha o con concha, vivas, frescas o refrigeradas","Clams, écaillés ou non, vivants, frais ou réfrigérés","true","036.35"
"449","036.0.2.3.6.90","56","036.0.2.3.6","555","Bivalves, live, fresh or chilled, nei","Moluscos bivalvos, vivos, frescos o refrigerados, nep","Bivalves, vivants, frais ou réfrigérés, nca","true","036.35"
"446","036.0.2.3.7.10","57","036.0.2.3.7","556","Cuttlefish (Sepia off., Rossia macrosoma, Sepiola rondeleti), live, fresh or chilled","Jibias (Sepia off., Rossia macrosoma, Sepiola rondeleti), vivas, frescas o refrigeradas","Seiches (Sepia off., Rossia macrosoma, Sepiola rondeleti), vivantes, fraîches ou réfrigérées","true","036.33"
"446","036.0.2.3.7.19","57","036.0.2.3.7","557","Cuttlefish, live, fresh or chilled, nei","Jibias, vivas, frescas o refrigeradas, nep","Seiches, vivantes, fraîches ou réfrigérées, nca","true","036.33"
"446","036.0.2.3.7.30","57","036.0.2.3.7","558","Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled","Calamares (Ommastrephes sagittatus, Loligo spp.), vivos, frescos o refrigerados","Encornets (Ommastrephes sagittatus, Loligo spp.), vivants, frais ou réfrigérés","true","036.33"
"446","036.0.2.3.7.35","57","036.0.2.3.7","559","Squids (Illex spp.), live, fresh or chilled","Calamares (Illex spp.), vivos, frescos o refrigerados","Encornets (Illex spp.), vivants, frais ou réfrigérés","true","036.33"
"446","036.0.2.3.7.39","57","036.0.2.3.7","560","Squids, live,fresh or chilled, nei","Calamares, vivos, frescos o refrigerados, nep","Encornets, vivants, frais ou réfrigérés, nca","true","036.33"
"447","036.0.2.3.7.50","57","036.0.2.3.7","561","Octopus, live, fresh or chilled","Pulpos, vivos, frescos o refrigerados","Poulpes, vivants, frais ou réfrigérés","true","036.33"
"449","036.0.2.3.7.90","57","036.0.2.3.7","562","Cephalopods, live, fresh or chilled, nei","Cefalópodos, vivos, frescos o refrigerados, nep","Céphalopodes, vivants, frais ou réfrigérés, nca","true","036.33"
"","036.0.2.4","","036.0.2","563","Molluscs, frozen","Moluscos, congelados","Mollusques, congelés","false",""
"","036.0.2.5","","036.0.2","564","Molluscs, dried, salted or in brine, smoked","Moluscos, secos, salados o en salmuera, ahumados","Mollusques séchés, salés ou en saumure, fumés","false",""
"","036.0.2.3.9","","036.0.2.3","565","Miscellaneous molluscs and invertebrates, live, fresh or chilled","Moluscos y invertebratos diversos, vivos, frescos o refrigerados","Mollusques et invertébrés divers, vivants, frais ou réfrigérés","false",""
"","036.0.2.4.2","","036.0.2.4","566","Univalves, frozen","Moluscos bivalvos","Univalves, congelée","false",""
"","036.0.2.4.3","","036.0.2.4","567","Oysters, frozen","Ostras, congeladas","Huîtres, congelées","false",""
"","036.0.2.4.4","","036.0.2.4","568","Mussels, frozen","Mejillónes, congeladas","Moules, congelées","false",""
"","036.0.2.4.5","","036.0.2.4","569","Scallops, pectens, etc., frozen","Vieiras, etc. congeladas","Coquilles St. Jacques, peignes, etc., congelés","false",""
"","036.0.2.4.6","","036.0.2.4","570","Clams, cockles, arkshells, etc., frozen","Almejas, berberechos, arcas, etc., congelada","Clams, coques, arches, etc., congelée","false",""
"","036.0.2.4.7","","036.0.2.4","571","Cephalopods, frozen","Cephalópodos, congelados","Céphalopodes, congelés","false",""
"","036.0.2.4.9","","036.0.2.4","572","Miscellaneous molluscs and aq. invertebrates, frozen","Moluscos y invertebrados ac.diversos, congelados","Mollusques et invertébrés aq. divers, congelés","false",""
"21262","036.0.2.5.3.21","53","036.0.2.5.3","573","Oysters, dried, salted or in brine, smoked","Ostras, secas, saladas o en salmuera, ahumadas","Huîtres séchées, salées ou en saumure, fumées","true","036.31"
"","036.0.2.5.7","","036.0.2.5","574","Cephalopods, dried, salted, in brine or smoked","Cefalópodos, secos, salados, en salmuera o ahumados, ahumados","Céphalopodes séchés, salés, en saumure ou fumés","false",""
"","036.0.2.5.9","","036.0.2.5","575","Miscellaneous molluscs & aq.invertebrates, dried, salted or in brine, smoked","Moluscos y invertebrados ac. diversos, secos, salados o en salmuera, ahumados","Mollusques et invertébrés aq.divers, séchés, salés ou en saumure, fumés","false",""
"","036.0.3.1","","036.0.3","576","Crustaceans, molluscs & aq. invertebrates, live, for breeding and other purposes","Crustáceos, moluscos & invertebrados acuáticos vivos para reproducción y otros fines","Crustacés, mollusques & invertébrés aquatiques vivants, pour la reproduction et autres destinations","false",""
"","036.0.3.2","","036.0.3","577","Crustaceans, molluscs & aq. invertebrates, live, for human food","Crustáceos, moluscos & invertebrados acuáticos vivos para consumo humano","Crustacés, mollusques & invertébrés aquatiques vivants, destinés à la consommation humaine","false",""
"","036.0.3.3","","036.0.3","578","Crustaceans, molluscs & aq. invertebrates, fresh or chilled","Crustáceos, moluscos & invertebrados acuáticos, frescos o refrigerados","Crustacés, mollusques & invertébrés aquatiques, frais ou réfrigérés","false",""
"449","036.0.2.3.9.91","58","036.0.2.3.9","579","Molluscs nei, live, fresh or chilled","Moluscos nep, vivos, frescos o refrigerados","Mollusques nca, vivants, frais ou réfrigérés","true","036.35"
"21261","036.0.2.4.2.10","52","036.0.2.4.2","580","Abalone (Haliotis spp.), frozen","Orejas de mar (Haliotis spp.), congeladas","Ormeaux (Haliotis spp.), congelés","true","036.39"
"21268","036.0.2.4.2.90","52","036.0.2.4.2","581","Univalves nei, frozen","Moluscos univalvos nep, congelados","Univalves nca, congelés","true","036.39"
"21262","036.0.2.4.3.10","53","036.0.2.4.3","582","Flat oysters, frozen","Ostras planas, congeladas","Huîtres plates, congelées","true","036.31"
"21262","036.0.2.4.3.20","53","036.0.2.4.3","583","Oysters, frozen","Ostras, congeladas","Huîtres, congelées","true","036.31"
"21263","036.0.2.4.4.90","54","036.0.2.4.4","584","Mussels nei, frozen","Mejillones nep, congelados","Moules nca, congelées","true","036.39"
"21264","036.0.2.4.5.10","55","036.0.2.4.5","585","Scallops and other molluscs of the family Pectinidae, frozen","Vieiras, volandeiras y demás moluscos de la familia Pectinidae, congeladas","Coquilles St Jacques et autres mollusques de la famille Pectinidae, congelés","true","036.39"
"21265","036.0.2.4.6.10","56","036.0.2.4.6","586","Clam meat, frozen","Carne de almeja, congelada","Chair de clam, congelée","true","036.39"
"21268","036.0.2.4.6.90","56","036.0.2.4.6","587","Bivalves nei, frozen","Moluscos bivalvos nep, congelados","Bivalves nca, congelés","true","036.39"
"21266","036.0.2.4.7.10","57","036.0.2.4.7","588","Cuttlefish (Sepia off., Rossia macrosoma, Sepiola rondeleti), frozen","Jibias (Sepia off., Rossia macrosoma, Sepiola rondeleti), congeladas","Seiches (Sepia off., Rossia macrosoma, Sepiola rondeleti) congelées","true","036.37"
"21266","036.0.2.4.7.19","57","036.0.2.4.7","589","Cuttlefish, frozen","Jibias, congeladas","Seiches, congelées","true","036.37"
"21266","036.0.2.4.7.321","57","036.0.2.4.7","590","Squid (Ommastrephes sagittatus, Loligo spp.), frozen","Calamares (Ommastrephes sagittatus, Loligo spp.), congelados","Encornets (Ommastrephes sagittatus, Loligo spp.) congelés","true","036.37"
"21266","036.0.2.4.7.35","57","036.0.2.4.7","591","Squid (Illex spp.), frozen","Calamares (Illex spp.), congelados","Encornets (Illex spp.) congelés","true","036.37"
"21266","036.0.2.4.7.391","57","036.0.2.4.7","592","Squid rings, frozen","Anillos de calamar, congelados","Anneaux d'encornet, congelés","true","036.37"
"21266","036.0.2.4.7.39","57","036.0.2.4.7","593","Squid nei, frozen","Calamares nep, congelados","Encornets nca, congelés","true","036.37"
"21267","036.0.2.4.7.50","57","036.0.2.4.7","594","Octopus, frozen","Pulpos, congelados","Poulpes, congelés","true","036.37"
"21268","036.0.2.4.7.90","57","036.0.2.4.7","595","Cephalopods nei, frozen","Cefalópodos nep, congelados","Céphalopodes nca, congelés","true","036.37"
"21268","036.0.2.4.9.91","58","036.0.2.4.9","596","Molluscs nei, frozen","Moluscos nep, congelados","Mollusques nca, congelés","true","036.39"
"21262","036.0.2.5.3.22","53","036.0.2.5.3","597","Oysters, dried","Ostras, secas","Huîtres, séchées","true","036.31"
"21266","036.0.2.5.7.30","57","036.0.2.5.7","599","Squid, dried, salted or in brine, smoked","Calamares, secos, salados o en salmuera, ahumados","Encornets, séchés, salés ou en saumure, fumés","true","036.37"
"21266","036.0.2.5.7.35","57","036.0.2.5.7","600","Squids, salted or pickled","Calamares, salados o escabechados","Encornets, salés ou en saumure","true","036.37"
"21268","036.0.2.5.7.90","57","036.0.2.5.7","601","Cephalopods nei, dried, salted or in brine, smoked","Cefalópodos nep, secos, salados o en salmuera, ahumados","Céphalopodes nca, séchés, salés ou en saumure, fumés","true","036.37"
"21268","036.0.2.5.9.91","58","036.0.2.5.9","602","Molluscs nei, dried, salted, pickled, smoked etc.","Moluscos nep, secos, salados, en salmuera, ahumados etc.","Mollusques nca, séchés, salés, en saumure, fumés etc.","true","036.39"
"439","036.0.3.1.90","47","036.0.3.1","603","Crustaceans, molluscs & aq. Invertebrates, live, for breeding and other purposes, nei","Crustáceos, moluscos & invertebrados acuáticos vivos para reproducción y otros fines, nep","Crustacés, mollusques & invertébrés aquatiques vivants, pour la reproduction et autres destinations, nca","true","036"
"439","036.0.3.2.90","47","036.0.3.2","604","Crustaceans, molluscs & aq. Invertebrates, live, for human food nei","Crustáceos, moluscos & invertebrados acuáticos vivos para consumo humano nep","Crustacés, mollusques & invertébrés aquatiques vivants, destinés à la consommation humaine nca","true","036"
"439","036.0.3.3.90","47","036.0.3.3","605","Crustaceans, molluscs & aq. invertebrates, nei, fresh or chilled","Crustáceos, moluscos & invertebrados acuáticos, nep, frescos o refrigerados","Crustacés, mollusques & invertébrés aquatiques, nca, frais ou réfrigérés","true","036"
"","037.1.1.3","","037.1.1","606","Freshwater fish prepared or preserved, not minced","Pescado de agua dulce, no picado, prep. y cons.","Poissons d'eau douce non hachés, prép. et cons.","false",""
"","036.0.3.4","","036.0.3","607","Crustaceans, molluscs & aq. invertebrates , frozen","Crustáceos, moluscos & invertebrados acuáticos, congelados","Crustacés, mollusques & invertébrés aquatiques, congelés","false",""
"","036.0.3.5","","036.0.3","608","Crustaceans, molluscs & aq. invertebrates, dried, salted or in brine","Crustáceos, moluscos & invertebrados acuáticos, secos, salados o en salmuera","Crustacés, mollusques & invertébrés aquatiques séchés, salés ou en saumure","false",""
"21259","036.0.3.4.90","47","036.0.3.4","609","Crustaceans, molluscs & aq. invertebrates, nei, frozen","Crustáceos, moluscos & invertebrados acuáticos, nep, congelados","Crustacés et mollusques, nca, congelés","true","036"
