"Code","Scientific_Name","Description_en","Description_fr","Description_es"
"DLK","Diplectrum labarum","Highfin sand perch","Serran épineux","Serrano espinudo"
"DLL","Dolloidraco longedorsalis","","",""
"DLM","Diplectrum macropoma","Mexican sand perch","",""
"DLN","Pandalus nipponensis","Botan shrimp","Crevette botan","Camarón botán"
"DLP","Delphinidae","Dolphins nei","Dauphins nca","Delfínidos nep"
"DLQ","Modiolus aratus","Furrowed horse mussel","Modiole sillonnée",""
"DLS","Pandalus amplus","Deep-water bigeye shrimp","Crevette oeillade","Camarón ojigrande"
"DLT","Diplospinus multistriatus","Striped escolar","Escolier rayé","Escolar rayado"
"DLU","Dialommus fuscus","Galápagos four-eyed blenny","",""
"DLW","Dinolestes lewini","","",""
"DLX","Diplectrum maximum","Torpedo sand perch","",""
"DLY","Diplectrum euryplectrum","Bighead sand perch","Serran guavine","Serrano extranjero"
"DMA","Abudefduf sexfasciatus","Scissortail sergeant","",""
"DMB","Acanthurus leucosternon","Powderblue surgeonfish","Chirurgien poudré",""
"DMC","Dimidiochromis compressiceps","Malawi eyebiter","",""
"DMD","Dinematichthys dasyrhynchus","","",""
"DME","Dromia personata","Sleepy crab","Crabe dormeur","Cangrejo dormilon"
"DMF","Apletodon pellegrini","Chubby clingfish","",""
"DMG","Dipsacaster magnificus","Magnificent sea-star","",""
"DMH","Alsidium helminthochorton","Corsican moss","Mousse de Corse","Musgo de Corcega"
"DMJ","Docimodus johnstoni","","",""
"DMK","Adamussium colbecki","Antarctic scallop","Pecten antactique","Vieira antártica"
"DMM","Dormitator maculatus","Fat sleeper","","Naca"
"DMO","Demospongiae","Siliceous sponges","",""
"DMQ","Bagarius yarrelli","","",""
"DMS","Dinematichthys iluocoeteoides","Yellow pigmy brotula","",""
"DMT","Coloconger cadenati","","",""
"DMU","Ariosoma anale","Short-tail conger","",""
"DMV","Ditrema viridis","","",""
"DMW","Austrofusus chathamensis","","",""
"DMX","Austrofusus spp","","",""
"DMY","Allocyttus guineensis","Guinea oreo","",""
"DNA","Deania spp","Deania dogfishes nei","Squales-savates nca","Tollos Deania nep"
"DNB","Nematalosa arabica","Arabian gizzard shad","",""
"DNC","Dentex congoensis","Congo dentex","Denté congolais","Dentón congolés"
"DND","Daphnia deserti","","",""
"DNE","Donax deltoides","Goolwa donax","Flion deltoïde",""
"DNF","Daphniidae","Water fleas","Cladocères","Pulgas de agua"
"DNG","Daphnia galeata","","",""
"DNH","Nematalosa persara","","",""
"DNI","Donax vittatus","Banded donax","",""
"DNJ","Dosinia japonica","Japanese dosinia","",""
"DNK","Dosinia dunkeri","Dunker's dosinia","Montre de Dunker","Dosinia piojosa"
"DNL","Dianema longibarbis","Porthole catfish","",""
"DNM","Daphnia magna","","",""
"DNN","Nematalosa resticularia","","",""
"DNO","Daphnia longispina","","",""
"DNP","Dinoperca petersi","Lampfish","",""
"DNR","Daphnia retrocurva","","",""
"DNS","Donax rugosus","Rugose donax","Flion rugueux","Coquina rugosa"
"DNT","Donax striatus","Striate donax","Flion ridé","Coquina rayada"
"DNU","Daphnia dubia","","",""
"DNV","Daphnia parvula","","",""
"DNW","Daphnia catawba","","",""
"DNX","Daphnia pulex","","",""
"DNY","Donax venustus","Lovely donax","Flion gracieux","Coquina deliciosa"
"DOA","Pseudocepola taeniosoma","","",""
"DOB","Chirocentrus dorab","Dorab wolf-herring","Chirocentre dorab","Arencón dorab"
"DOC","Polititapes durus","","",""
"DOD","Konosirus punctatus","Dotted gizzard shad","Alose tachetée","Alosa manchada"
"DOE","Trisidos semitorta","Half-propellor ark","Arche semitorte",""
"DOF","Semimytilus algosus","","",""
"DOG","Donax gouldii","Bean donax","Flion fève","Coquina radiada"
"DOH","Dormitator lebretonis","","",""
"DOI","Dosinia lupinus","Smooth dosinia","Montre brillante","Reloj brillante"
"DOL","Coryphaena hippurus","Common dolphinfish","Coryphène commune","Lampuga"
"DOM","Dormitator latifrons","Pacific fat sleeper","","Camote del Pacífico"
"DON","Donax spp","Donax clams","Olives de mer","Coquinas"
"DOO","Trisidos tortuosa","Propellor ark","Arche hélice",""
"DOP","Squalus megalops","Shortnose spurdog","Aiguillat nez court","Galludo ñato"
"DOR","Dosinia orbignyi","Dosinia clam","Clam montre","Almeja reloj"
"DOS","Chirocentrus spp","Wolf-herrings nei","Chirocentres nca","Arencones nep"
"DOT","Gymnosarda unicolor","Dogtooth tuna","Bonite à gros yeux","Casarte ojón"
"DOU","Dicotylichthys punctulatus","Three-barred porcupinefish","",""
"DOV","Donax variegatus","Smooth donax","Flion aplati","Coquina lisa"
"DOX","Coryphaenidae","Dolphinfishes nei","Coryphènes nca","Dorados nep"
"DPA","Dinotopterus atribranchus","","",""
"DPB","Diaphus bertelseni","","",""
"DPC","Muraenesox cinereus","Daggertooth pike conger","Murénésoce-dague","Morenocio dentón"
"DPD","Dolopichthys danae","","",""
"DPE","Diaphus effulgens","","",""
"DPF","Diaphus rafinesquii","","",""
"DPG","Pterodoras granulosus","Granulated catfish","",""
"DPH","Pseudodoras holdeni","","",""
"DPI","Diaphus mollis","","",""
"DPJ","Diaphus termophilus","Taaning's lantern fish","",""
"DPK","Phoebastria irrorata","Waved albatross","Albatros des Galapagos","Albatros de las Galápagos"
"DPL","Diaphus lucidus","","",""
"DPM","Diplophos maderensis","","",""
"DPN","Stenella attenuata","Pantropical spotted dolphin","Dauphin tacheté pantropical","Estenela moteada"
"DPO","Diaphus holti","Small lantern fish","Lanterne courte","Rafino corto"
"DPP","Diaphus metopoclampus","Spothead lantern fish","",""
"DPQ","Dipturus innominatus","New Zealand smooth skate","",""
"DPR","Discordipinna griessingeri","Spikefin goby","",""
"DPS","Parapenaeus longirostris","Deep-water rose shrimp","Crevette rose du large","Gamba de altura"
"DPT","Diplophos taenia","","",""
"DPU","Diaphus dumerilii","","",""
"DPV","Zearaja chilensis","Yellownose skate","","Raya hocicuda"
"DPX","Perciformes","Demersal percomorphs nei","Percomorphes démersaux nca","Percomorfos demersales nep"
"DPY","Diaphus brachycephalus","Short-headed lantern fish","",""
"DPZ","Doraops zuloagai","","",""
"DQA","Diaphus garmani","Garman’s lanternfish","",""
"DQB","Diaphus perspicillatus","Flatface lanternfish","",""
"DQC","Diaphus splendidus","Horned lanternfish","",""
"DQD","Diaphus taaningi","Slopewater lanternfish","",""
"DQM","Synodus jaculum","","Anoli phare","Lagarto faro"
"DQS","Diomedea antipodensis","Antipodean albatross","Albatros des antipodes","Albatros de las antípodas"
"DQX","Dorosoma spp","Gizzard shad nei","","Topotes nep"
"DRB","Draculo shango","Shango dragonet","Dragonet de Shango",""
"DRC","Draculo celetus","Dainty dragonet","",""
"DRD","Rhinodoras dorbignyi","","",""
"DRE","Doratonotus megalepis","Dwarf wrasse","",""
"DRF","Ariomma melanum","Brown driftfish","Ariomme brune","Arioma parda"
"DRG","Anadara senegalensis","Senegal ark","Arche du Sénégal","Arca de Senegal"
"DRH","Dromia erythropus","Redeye sponge crab","Crabe spongieux","Cangrejo esponjoso"
"DRI","Ariomma indica","Indian driftfish","Ariomme indienne","Arioma índica"
"DRK","Ariomma spp","Ariommatids nei","Ariommes nca","Ariomas nep"
"DRL","Drepane longimana","Concertina fish","",""
"DRM","Dicrossus maculatus","","",""
"DRN","Draconetta xenica","","",""
"DRO","Dromia dormia","Common sponge crab","",""
"DRP","Dreissena polymorpha","Zebra mussel","",""
"DRR","Grampus griseus","Risso's dolphin","Grampus","Delfín de Risso"
"DRS","Pteroscion peli","Boe drum","Courbine pélin","Bombache boe"
"DRT","Hadriania craticuloides","Crested murex","Murex côtelée","Busano esculpido"
"DRU","Sciaena spp","Sciaenas nei","Sciaenas nca","Sciaenas nep"
"DRV","Doras brevis","","",""
"DRW","Rhynchodoras woodsi","","",""
"DRX","Diproctacanthus xanthurus","Yellowtail tubelip","",""
"DRY","Ostrea lutaria","New Zealand dredge oyster","Huître plate néo-zélandaise","Ostra de Nueva Zelandia"
"DRZ","Drepane spp","Sicklefishes nei","Forgerons nca","Catemos nep"
"DSA","Stenella frontalis","Atlantic spotted dolphin","Dauphin tacheté de l'Atlantiq.","Delfín pintado"
"DSB","Dogania subplana","Malayan softshell turtle","",""
"DSD","Distorsio decussata","Decussate distorsio","Distortie croisée","Distorsio decusado"
"DSE","Distichodus spp","Grass-eaters nei","",""
"DSF","Pomacentridae","Damselfishes","Chauffets et sergeants nca","Petacas y jaquetas nep"
"DSH","Scorpiodoras heckelii","","",""
"DSI","Stenella longirostris","Spinner dolphin","Dauphin longirostre","Estenela giradora"
"DSJ","Spondylus imperialis","Imperial thorny oyster","Spondyle imperial",""
"DSM","Desmodema polystictum","Polka-dot ribbonfish","",""
"DSN","Distorsio anus","Common distorsio","Distortie commune",""
"DSO","Dosinia ponderosa","Ponderous dosinia","Montre ronde","Dosinia redonda"
"DSP","Stenella spp","Spotted dolphins nei","Dauphins tachetés nca","Estenelas nep"
"DSQ","Sula dactylatra","Masked booby","","Bobo enmascarado"
"DSR","Distorsio reticularis","Reticulate distorsio","Distortie reticularis",""
"DSS","Diaseris distorta","Distorted mushroom coral","Corail champignon distordu","Coral callampa retorcido"
"DST","Stenella coeruleoalba","Striped dolphin","Dauphin bleu et blanc","Estenela listada"
"DSU","Sachsdoras apurensis","","",""
"DSV","Spondylus versicolor","Golden thorny oyster","Spondyle doré",""
"DSX","Dosinia exoleta","Mature dosinia","Montre radiée","Reloj"
"DSY","Dorosoma smithi","Pacific gizzard shad","Alose du Pacifique","Sábalo del Pacífico"
"DSZ","Dosinia spp","Dosinias nei","Montres nca","Dosinias nep"
"DTA","Trachydoras atripes","","",""
"DTB","Dipterygonotus balteatus","Mottled fusilier","Fusilier marbré","Fusilero jaspeado"
"DTC","Dermatopsis macrodon","Fleshfish","",""
"DTE","Dentatherina merceri","Mercer's tusked silverside","",""
"DTF","Dentex barnardi","Barnard dentex","Denté austral","Chacarona sureña"
"DTJ","Diplacanthopoma japonicum","","",""
"DTK","Dermatopsoides kasougae","Orange brotula","",""
"DTL","Dotalabrus alleni","","",""
"DTM","Distichodus maculatus","Spotted citharinid","",""
"DTN","Distichodus nefasch","","",""
"DTP","Diopatra cuprea","","",""
"DTS","Danoctopus schmidti","Dana octopus","Poulpe dana","Pulpito monedero"
"DTT","Dentex tumifrons","Yellowback seabream","",""
"DTU","Delturus angulicauda","","",""
"DTV","Diretmoides veriginae","","",""
"DTW","Diretmoides pauciradiatus","Longwing spinyfin","Dirette aile longue","Malcarado alón"
"DTX","Distichodus sexfasciatus","Sixbar distichodus","",""
"DUA","Doumea alula","","",""
"DUB","Duboisialestes bifasciatus","","",""
"DUC","Dipulus caecus","","",""
"DUD","Pandalus danae","Dock shrimp","Crevette des quais","Camarón de muelle"
"DUE","Duopalatinus emarginatus","","",""
"DUF","Cinetodus froggatti","Smallmouthed salmon catfish","",""
"DUG","Dugong dugon","Dugong","Dugong","Dugon"
"DUH","Diapterus peruvianus","Peruvian mojarra","Blanche à nageoires jaunes","Mojarra aletas amarillas"
"DUI","Dules auriga","","",""
"DUJ","Pandalus goniurus","Humpy shrimp","Crevette gibbeuse","Camarón jiboso"
"DUK","Pandalus kessleri","Hokkai shrimp","Crevette hokkai","Camarón de Hokkai"
"DUL","Spondylus butleri","Butler's thorny oyster","Spondyle de Butler",""
"DUM","Daruma sagamia","","",""
"DUN","Cancer magister","Dungeness crab","Dormeur du Pacifique","Buey del Pacífico"
"DUO","Psammodiscus ocellatus","","",""
"DUP","Dupouyichthys sapito","","",""
"DUR","Piedrabuenia ringueleti","","",""
"DUS","Carcharhinus obscurus","Dusky shark","Requin de sable","Tiburón arenero"
"DUT","Diapterus auratus","Irish mojarra","Blanche cabuche","Mojarra cagüicha"
"DUU","Diretmus argenteus","Silver spinyfin","",""
"DUX","Diapterus spp","","",""
"DVA","Durvillaea antarctica","Bull kelp","Durvillée antarctique","Cochayuyo"
"DVC","Bathygobius burtoni","","",""
"DVD","Bathygobius casamancus","","",""
"DVH","Cyclichthys orbicularis","Birdbeak burrfish","Porc-épine bécard","Puercoespin pajarito"
"DVI","Cyclichthys carpenteri","Hooked tonguesole","",""
"DVJ","Cyclichthys kopsii","Shortheaded tonguesole","",""
"DVK","Cyclichthys lachneri","Lachner's tonguesole","Langue de Lachner",""
"DVL","Cyclichthys sealarki","","",""
"DVW","Adelomelon ancilla","","",""
"DVX","Adelomelon spp","","",""
"DVZ","Pseudanthias townsendi","Townsend's anthias","",""
"DWA","Acanthodraco dewitti","","",""
"DWB","Pseudapocryptes elongatus","","",""
"DWH","Lagenorhynchus acutus","Atlantic white-sided dolphin","Dauphin à flancs blancs Atlan.","Delfín de flancos blancos"
"DWM","Wertheimeria maculata","","",""
"DWO","Graneledone spp","","",""
"DWP","Lagenorhynchus obliquidens","Pacific white-sided dolphin","Dauphin à flancs blancs Pacif.","Delfín costados blancos Pacíf."
"DWS","Elasmobranchii","Deep-water sharks nei","Requins de profondeur nca","Tiburones de profundidad nep"
"DWW","Kogia sima","Dwarf sperm whale","Cachalot nain","Cachalote enano"
"DWX","Errina spp","Red hydrocorals nei","",""
"DXA","Donax asper","Rough butterfly donax","Flion papillon","Coquina mariposa"
"DXB","Dundocharax bidentatus","","",""
"DXC","Donax californicus","Californian donax","Flion californien","Coquina amarilla"
"DXD","Donax denticulatus","Common Caribbean donax","Flion des Caraïbes","Coquina del Caribe"
"DXE","Donax dentifer","Toothed donax","Flion denté","Coquina alineja"
"DXF","Donax faba","Pacific bean donax","Flion radieux",""
"DXG","Diplotaxodon greenwoodi","","",""
"DXH","Donax hanleyanus","La Plata donax","",""
"DXI","Donax gracilis","Gracile donax","Flion gracile","Coquina menuda"
"DXJ","Donax incarnatus","Fleshy donax","Flion incarnat",""
"DXK","Donax carinatus","Sculptured donax","Flion carène","Coquina esculpida"
"DXL","Donax trunculus","Truncate donax","Flion tronqué","Coquina truncada"
"DXM","Pseudodax moluccanus","Chiseltooth wrasse","",""
"DXN","Donax cuneatus","Cuneate donax","Flion bicolore",""
"DXO","Donax scortum","Leather donax","Flion tanné",""
"DXP","Paradoxodacna piratica","","",""
"DXQ","Donax semistriatus","Half-striated donax","Flion semistrié","Tellerina"
"DXR","Dexistes rikuzenius","Rikuzen flounder","",""
"DXS","Cardiopharynx schoutedeni","","",""
"DXT","Donax punctatostriatus","Punctate donax","Flion ponctué","Coquina punteada"
"DXU","Dexillus muelleri","Tufted sole","",""
"DXV","Donax peruvianus","Common peruvian donax","",""
"DXX","Donax pulchellus","Beautiful donax","Flion mignonnet","Coquina bonita"
"DYA","Dysichthys aleuropsis","","",""
"DYB","Spondylus barbatus","Bearded thorny oyster","Spondyle barbu",""
"DYC","Diplomystes chilensis","Tollo","",""
"DYD","Spondylus gaederopus","European thorny oyster","Spondyle pied-d'âne","Ostra roja"
"DYE","Dieidolycus leptodermatus","","",""
"DYF","Danaphryne nigrifilis","","",""
"DYG","Danacetichthys galathenus","","",""
"DYI","Dactyloptena gilberti","","",""
"DYJ","Spondylus ictericus","Digitate thorny oyster","",""
"DYK","Dysalotus alcocki","","",""
"DYL","Dactylopterus volitans","Flying gurnard","Grondin volant","Alón volador"
"DYM","Spondylus americanus","Atlantic thorny oyster","",""
"DYN","Diplomystes nahuelbutaensis","","",""
"DYO","Distocyclus conirostris","","",""
"DYP","Pastinachus sephen","Cowtail stingray","",""
"DYS","Ditropichthys storeri","","",""
"DYT","Dasycottus setiger","Spinyhead sculpin","",""
"DYV","Doiichthys novaeguineae","Spoon-snouted catfish","",""
"DYW","Dactyloptena orientalis","Oriental flying gurnard","Grondin volant oriental","Alón oriental"
"DYX","Dactylopteridae","Flying gurnards nei","Grondins volants nca","Dactilópteros nep"
"DYZ","Synodus synodus","Redbarred lizardfish","Anoli commun","Lagarto capitán"
"DZE","Decolopoda australis","","",""
"DZG","Zathorax gonzalezi","","",""
"DZS","Haliotis iris","Rainbow abalone","",""
"DZX","Spondylus spp","Thorny oysters nei","Spondyles nca","Ostras espinosas nep"
"DZZ","Eleotris senegalensis","","",""
"EAA","Anchoa argentivittata","Regan's anchovy","Anchois argenté","Anchoa plata"
"EAB","Enneapterygius abeli","Yellow triplefin","",""
"EAC","Anchoa choerostoma","Bermuda anchovy","",""
"EAD","Stolephorus andhraensis","Andhra anchovy","",""
"EAE","Anchoa eigenmannia","Eigenmann's anchovy","Anchois perlé","Anchoa perla"
"EAF","Anchoa filifera","Longfinger anchovy","Ancios fil","Anchoa de hebra"
"EAG","Myliobatidae","Eagle rays nei","Aigles de mer nca","Aguilas de mar nep"
"EAH","Anchoa spinifer","Spicule anchovy","Anchois de fond","Anchoa de fondo"
"EAI","Anchoa ischana","Slender anchovy","Anchois ouïeux","Anchoa chicotera"
"EAJ","Anchoa januaria","Rio anchovy","",""
"EAK","Anchoa trinitatis","Trinidad anchovy","Anchois machète","Anchoa machete"
"EAL","Anchoa lamprotaenia","Big-eye anchovy","Anchois caraïbe","Anchoa ojona"
"EAM","Anchoa marinii","Marini's anchovy","","Aliche"
"EAN","Anchoa nasus","Longnose anchovy","Anchois samase","Anchoa samasa"
"EAO","Anchoa compressa","Deep body anchovy","Anchois plat","Anchoa chata"
"EAP","Anchoa panamensis","Panama anchovy","Anchois du Panama","Anchoa chiminia"
"EAQ","Anchoa tricolor","Piquitinga anchovy","",""
"EAR","Anchoa curta","Short anchovy","Anchois court","Anchoa pelada"
"EAS","Amazonsprattus scintilla","Rio Negro pygmy anchovy","",""
"EAT","Anchoa pectoralis","Bigfin anchovy","",""
"EAU","Anchoa cubana","Cuban anchovy","Anchois cubain","Anchoa cubana"
"EAV","Enneanectes altivelis","Lofty triplefin","",""
"EAX","Mercenaria spp","","",""
"EAY","Anchoa lyolepis","Shortfinger anchovy","Anchois longnez","Anchoa trompalarga"
"EAZ","Enneapterygius pusillus","Highcrest triplefin","",""
"EBA","Ceratobregma acanthops","Spotted spiny-eye triplefin","",""
"EBB","Emblemariopsis bahamensis","Blackhead blenny","",""
"EBC","Cambarellus blacki","Cypress crayfish","",""
"EBD","Ellobium aurisjudae","Judas ear cassidula","Auricule de Judas",""
"EBE","Ecsenius pulcher","","",""
"EBF","Stolephorus brachycephalus","Broadhead anchovy","",""
"EBG","Ebomegobius goodi","","",""
"EBH","Embassichthys bathybius","Deep-sea sole","",""
"EBI","Epibulus insidiator","Sling-jaw wrasse","",""
"EBJ","Embiotoca jacksoni","Black perch","",""
"EBK","Ebosia bleekeri","","",""
"EBL","Enteromorpha lingulata","","",""
"EBM","Ellobium aurismidae","Midas ear cassidula","Auricule de Midas",""
"EBN","Enteromorpha intestinalis","Hollow green nori","Entéromorphe creuse","Pelo de piedra verde"
