ALPHA3CODE,FULL_NAME_E,FULL_NAME_F,FULL_NAME_S,SCIENTIFIC_NAME,AUTHOR
EBF,Broadhead anchovy,,,Stolephorus brachycephalus,Wongratana 1983
EGP,Gulf of Carpenteria anchovy,,,Stolephorus carpentariae,(De Vis 1882)
EYJ,Short-tail thryssa,,,Thryssa brevicauda,Roberts 1978
EYG,Fly River thryssa,,,Thryssa rastrosa,Roberts 1978
KAH,Javelin grunter,Grondeur javelot,,Pomadasys kaakan,(Cuvier 1830)
TJZ,Blackflash ribbonfish,,,Trachipterus jacksonensis,(Ramsay 1881)
YJG,Yellowfin goatfish,Capucin de Vanicolo,Salmonete vanicolense,Mulloidichthys vanicolensis,(Valenciennes 1831)
BDH,,,,Bathydraco macrolepis,Boulenger 1907
BNZ,,,,Benthalbella macropinna,Bussing & Bussing 1966
CVG,,,,Careproctus georgianus,Lönnberg 1905
CWS,,,,Careproctus spp,
CVS,,,,Chauliodus schmidti,Ege 1948
CVN,Black swallower,,,Chiasmodon niger,Johnson 1864
CWX,,,,Coelorinchus spp,
YDY,,,,Cephalopsetta ventrocellatus,Dutt & Rao 1965
QBY,Bandtail puffer,Compère collier,Corrotucho mataperros,Sphoeroides spengleri,(Bloch 1785)
TZW,Yellowfin pufferfish,,,Takifugu xanthopterus,(Temminck & Schlegel 1850)
TZQ,Yellowbelly pufferfish,,,Takifugu flavidus,"(Li, Wang & Wang 1975)"
TXV,Pufferfishes nei,,,Takifugu spp,
KBA,Valentin's sharpnose puffer,,,Canthigaster valentini,(Bleeker 1853)
OVB,Immaculate puffer,,,Arothron immaculatus,(Bloch & Schneider 1801)
DVH,Birdbeak burrfish,Porc-épine bécard,Puercoespin pajarito,Cyclichthys orbicularis,(Bloch 1785)
DVI,Hooked tonguesole,,,Cyclichthys carpenteri,Alcock 1889
DVJ,Shortheaded tonguesole,,,Cyclichthys kopsii,(Bleeker 1851)
DVK,Lachner's tonguesole,Langue de Lachner,,Cyclichthys lachneri,Menon 1977
DVL,,,,Cyclichthys sealarki,Regan 1908
DKP,Black-blotched porcupinefish,,,Diodon liturosus,Shaw 1804
DBS,Whitespotted filefish,Bourse à taches blanches,Cachúa blanca nieves,Cantherhines dumerilii,(Hollard 1854)
GJG,Cornish sucker,,,Lepadogaster purpurea,(Bonnaterre 1788)
DMF,Chubby clingfish,,,Apletodon pellegrini,(Chabanaud 1925)
BVI,Rossignol’s toadfish,Crapaud de Rossignol,Sapo do Rossignol,Perulibatrachus rossignoli,(Roux 1957)
JWZ,Grunting toadfish,,,Allenbatrachus grunniens,(Linnaeus 1758)
JCY,,,,Colletteichthys dussumieri,(Valenciennes 1837)
KZZ,Longspine African angler,Baudroie épineuse,,Lophiodes kempi,(Norman 1935)
AVW,,,,Antennarius pardalis,(Valenciennes 1837)
AWL,Striated frogfish,,Ranisapo estriado,Antennarius striatus,(Shaw 1794)
AZZ,Indian frogfish,,,Antennarius indicus,Schultz 1964
TTG,Diamond back terrapins,Tortues diamantées,Tortugas comestibles,Malaclemys spp,
PIM,Bigeye ilisha,Alose à gros yeux,Sardineta ojigrande,Ilisha megaloptera,(Swainson 1839)
GGY,Mediterranean bigeye rockling,Motelle,Barbada,Gaidropsarus biscayensis,(Collett 1890)
GAN,Broadfin sawtail catshark,Chien planeur,Pintarroja nipona,Galeus nipponensis,Nakaya 1975
GAI,Blacktip sawtail catshark,Chien lime,Pintarroja rabonegro,Galeus sauteri,(Jordan & Richardson 1909)
GTA,Three-spined stickleback,Épinoche à trois épines,Espinoso,Gasterosteus aculeatus,Linnaeus 1758
GCA,Masked grouper,Mérou bord rouge,Mero paranjero,Gracila albomarginata,(Fowler & Bean 1930)
HAO,New Zealand catshark,Holbiche kiwi,Pejegato neozelandés,Halaelurus dawsoni,Springer 1971
HAV,Spotless catshark,Holbiche glabre,Pejegato immaculado,Halaelurus immaculatus,Chu & Meng 1982
HCT,Pacific flatiron herring,Harengule pacifique,Sardineta plumilla,Harengula thrissina,(Jordan & Gilbert 1882)
ORW,Speckled carpetshark,Requin-chabot marquéterie,Bamboa moteada,Hemiscyllium trispeculare,Richardson 1843
HXT,Sharpnose sevengill shark,Requin perlon,Cañabota bocadulce,Heptranchias perlo,(Bonnaterre 1788)
HQI,Glassy flying squid,Encornet vitreux,Pota estrellada,Hyaloteuthis pelagica,(Bosc 1802)
NDG,Gould's flying squid,Encornet éventail,Pota australiana,Nototodarus gouldi,(McCoy 1888)
OFC,Webbed flying squid,Encornet carol,Pota velera,Ommastrephes caroli,(Furtado 1887)
YMU,Luminous flying squid,Encornet lumineux,Pota luminosa,Symplectoteuthis luminosa,Sasaki 1915
NHL,Angel squid,Cornet archange,Luria paloma,Ancistroteuthis lichtensteini,(Férussac 1835)
YMI,Inflated marsh clam,Cyrène enflée,Almeja de marjal,Polymesoda inflata,(Philippi 1851)
LVC,Norwegian egg cockle,Coque lisse norvégienne,Berberecho de Noruega,Laevicardium crassum,(Gmelin 1791)
MDK,Coloured lagoon cockle,Coque de lagune colorée,Berberecho coloreado,Monodacna colorata,(Eichwald 1829)
MPX,Cat's paw scallop,Pétoncle-gibecière,Mano de gato,Manupecten pesfelis,(Linnaeus 1758)
TQF,Brittle pen shell,Jambonneau fragile,Alabarda,Atrina fragilis,(Pennant 1777)
PQB,Noble pen shell,Jambonneau hérissé,Nacar,Pinna nobilis,Linnaeus 1758
UTN,Nuttall's mahogany clam,Sanguinolaire pourpre,Asafis purpurea,Nuttallia nuttallii,(Conrad 1837)
IKM,Mazatlan pearl oyster,Huître perlière mexicaine,Ostra perlera nacarada,Pinctada mazatlanica,(Hanley 1856)
KNK,Kellett's Panama venus,Vénus de Kellett,Venus de Kellett,Chione kellettii,(Hinds 1845)
OEX,Rostrate jackknife,Couteau rostre,Navaja rostrada,Solen rostriformis,Dunker 1862
OUQ,Pacific thorny oyster,Spondyle princier,Ostra espinosa del Pacífico,Spondylus princeps,Broderip 1833
MCZ,Bentnose macoma,Macome de vase,Macoma de fango,Macoma nasuta,(Conrad 1837)
TLY,Similar red tellin,Telline rouge du Pacifique,Telina colorada del Pacífico,Tellina simulans,C.B. Adams 1852
KIG,Ornate venus,Vénus ornée,Venus vistosa,Chione gnidia,(Broderip & Sowerby 1829)
FOD,Common piddock,Pholade commune,Almeja brava,Pholas dactylus,Linnaeus 1758
OXZ,Japanese roughshark,,,Oxynotus japonicus,Yano & Murofushi 1985
TFZ,Big-scaled redfin,,,Tribolodon hakonensis,(Günther 1877)
GQZ,Spark anglemouth,,,Sigmops bathyphilus,(Vaillant 1884)
FYX,,,,Stellifer spp,
DMB,Powderblue surgeonfish,Chirurgien poudré,,Acanthurus leucosternon,Bennett 1833
DMA,Scissortail sergeant,,,Abudefduf sexfasciatus,(Lacépède 1801)
JLR,Zigzag wrasse,,,Halichoeres scapularis,(Bennett 1832)
JKJ,,,,Halichoeres iridis,Randall & Smith 1982
JKI,Blackear wrasse,,Doncella orejinegra,Halichoeres poeyi,(Steindachner 1867)
FMX,,,,Galeichthys spp,
EZP,One-blotch grouper,Mérou dossard,Mero espaldarón,Epinephelus melanostigma,Schultz 1953
EZO,Foursaddle grouper,Mérou quatre selles,Mero cuatro monturas,Epinephelus spilotoceps,Schultz 1953
IZI,Blue green damselfish,,,Chromis viridis,(Cuvier 1830)
IZJ,Chocolatedip chromis,,,Chromis dimidiata,(Klunzinger 1871)
JBK,Floral wrasse,Vieille tachetée,Vieja florida,Cheilinus chlorourus,(Bloch 1791)
IHX,Butterflyfishes nei,,,Chaetodon spp,
IWP,Threadfin butterflyfish,,,Chaetodon auriga,Forsskål 1775
IWZ,Raccoon butterflyfish,,,Chaetodon lunula,(Lacépède 1802)
UKR,Leopard hind,Vielle léopard,Cherna leopardo,Cephalopholis leopardus,(Lacépède 1801)
ULY,Spinytooth parrotfish,Perroquet dentu,Loro dentón,Calotomus spinidens,(Quoy & Gaimard 1824)
ULG,Carolines parrotfish,Perroquet des Carolines,Loro de Carolinas,Calotomus carolinus,(Valenciennes 1840)
QKU,Bluestriped snapper,,Pargo docenario,Lutjanus notatus,(Cuvier 1828)
JBO,Redaxil emperor,Empereur gueule de vin,Emperador boca de vino,Lethrinus conchyliatus,(Smith 1959)
IFQ,Fire goby,,,Nemateleotris magnifica,Fowler 1938
YKC,Whitetip soldierfish,,,Myripristis vittata,Valenciennes 1831
YKB,Doubletooth soldierfish,,,Myripristis hexagona,(Lacépède 1802)
YJY,Yellowfin soldierfish,,,Myripristis chryseres,Jordan & Evermann 1903
YJR,Blacktip soldierfish,Marignan poklé,,Myripristis botche,Cuvier 1829
QNV,Full moony,Lune pleine,,Monodactylus falciformis,Lacépède 1801
QDL,Knife-back seabream,Sar couteau,Sargo navaja,Polyamblyodon gibbosum,(Pellegrin 1914)
QPL,Goldbar wrasse,Kakatoi lézard,,Thalassoma hebraicum,(Lacépède 1801)
DQM,,Anoli phare,Lagarto faro,Synodus jaculum,Russell & Cressey 1979
QHI,Greenblotch parrotfish,,Loro mancha verde,Sparisoma atomarium,(Poey 1861)
IFC,Violet squirrelfish,,,Sargocentron violaceum,(Bleeker 1853)
UZX,Stumpnoses nei,,,Rhabdosargus spp,
UDH,Capricorn fusilier,Fusilier capricorne,Fusilero capricornio,Pterocaesio capricornis,Smith & Smith 1963
QXR,Frenchman seabream,Denté guingham,Dentón guingán,Polysteganus baissaci,Smith 1978
QIK,Japanese bigeye,,,Pristigenys niphonia,(Cuvier 1829)
QVO,Natal pandora,Pageot du Natal,Pandora de Natal,Pagellus natalensis,Steindachner 1903
OVJ,Cheeklined wrasse,Vieille barbe noire,,Oxycheilinus digramma,(Lacépède 1801)
KGL,Koester,Koester,Koester,Acanthistius sebastoides,(Castelnau 1861)
JLT,Gorgeous swallowtail,,,Meganthias natalensis,(Fowler 1925)
DUJ,Humpy shrimp,Crevette gibbeuse,Camarón jiboso,Pandalus goniurus,Stimpson 1860
PJK,Ocean shrimp,Crevette océanique,Camarón oceánico,Pandalus jordani,M.J. Rathbun 1902
DLN,Botan shrimp,Crevette botan,Camarón botán,Pandalus nipponensis,Yokoya 1933
GCQ,,,,Ciliata spp,
UUV,Pacific slopehead parrotfish,,,Chlorurus frontalis,(Valenciennes 1840)
UUP,Bleeker's parrotfish,Perroquet joue blanche,,Chlorurus bleekeri,(de Beaufort 1940)
JPM,Largescale fat snook,Crossie mexicaine,Robalo gordo de scama grande,Centropomus mexicanus,Bocourt 1868
NUW,,,,Blennius spp,
BZS,Cuphead skate,,,Bathyraja scaphiops,(Norman 1937)
BIX,,,,Balistes spp,
RGX,Scaldfishes nei,,,Arnoglossus spp,
AVY,,,,Aprion spp,
AHX,,,,Allocyttus spp,
AZX,,,,Aphareus spp,
AXQ,,,,Acanthurus spp,
AYF,Small toothed jobfish,Vivaneau tidents,Pargo boquidulce,Aphareus furca,(Lacépède 1801)
AVM,American sand lance,Lançon d'Amérique,,Ammodytes americanus,DeKay 1842
PBW,,,,Pangasius nasutus,(Bleeker 1863)
PBL,,,,Pangasius bocourti,Sauvage 1880
LZJ,Humphead snapper,Vivaneau têtu,Pargo cabezón,Lutjanus sanguineus,Cuvier 1828
HVB,Armored catfish,,,Hypostomus watwata,Hancock 1828
HVA,Wara wara,,,Hypostomus ventromaculatus,Boeseman 1968
EWW,Longspine grouper,Mérou longues épines,Mero espigón,Epinephelus longispinis,(Kner 1864)
EWV,Barred-chest grouper,Mérou écharpe,Mero bandeado,Epinephelus faveatus,Valenciennes 1828
AZS,Bressou sea catfish,Mâchoiron bressou,Bagre bresú,Aspistor quadriscutis,(Valenciennes 1840)
HJZ,Pacific longnose parrotfish,,,Hipposcarus longiceps,(Valenciennes 1840)
GFF,Striped silver biddy,,,Gerres methueni,Regan 1920
EWG,Striped-fin grouper,,Mero aleta listada,Epinephelus posteli,Fourmanoir & Crosnier 1964
EGV,,,,Epigonus crassicaudus,de Buen 1959
YLZ,Mexican flounder,,Lenguado aleta manchada,Cyclopsetta chittendeni,Bean 1895
CVF,,,,Tautogolabrus brandaonis,(Steindachner 1867)
MVH,Arctic lyre crab,,,Hyas coarctatus,Leach 1815
MVD,Atlantic lyre crab,Araignée nordique,,Hyas araneus,(Linnaeus 1758)
TFX,,,,Tetraodon spp,
YZS,Dusky flounder,Fausse limande sombre,Lenguado fusco,Syacium papillosum,(Linnaeus 1758)
SZI,Elongate sole,Sole élancée,Lenguado larguirucho,Solea elongata,Day 1877
SVV,Spotted-fin rockfish,Rascasse à nageoires tachetées,Rascacio aleta manchada,Scorpaena stephanica,Cadenat 1943
CVQ,Passany sea catfish,Mâchoiron passany,Bagre chato,Sciades passany,(Valenciennes 1840)
UHN,Japanese hooked squid,Cornet japonais,Lurión japonés,Moroteuthis lonnbergi,Ishikawa & Wakiya 1914
YHB,Common clubhook squid,Cornet crochu,Luria ganchuda,Onychoteuthis banksii,(Leach 1817)
EJG,Slender cuttlefish,Seiche gracile,Sepia grácil,Sepia braggi,Verco 1907
EJL,Guinean cuttlefish,Seiche de Guinée,Sepia guineana,Sepia elobyana,Adam 1941
EIY,Kisslip cuttlefish,Seiche baisers,Sepia labiada,Sepia lycidas,Gray 1849
IAM,Reaper cuttlefish,Seiche moisson,Sepia segadora,Sepia mestus,Gray 1849
EJH,Hooded cuttlefish,Seiche capuchon,Sepia caperuza,Sepia prashadi,Winckworth 1936
IAV,Broadback cuttlefish,Seiche gros dos,Sepia robusta,Sepia savignyi,Blainville 1827
EJE,Elegant cuttlefish,Seiche élégante,Sepia elegante,Sepia elegans,Blainville 1827
BQR,Common arm squid,Encornet bras courts commun,Braquiluria común,Brachioteuthis riisei,(Steenstrup 1882)
CVV,Common black-headed gull,Mouette rieuse,Gaviota reidora,Larus ridibundus,Linnaeus 1766
OBD,Common goby,Gobie commun,,Pomatoschistus microps,(Krøyer 1838)
OBZ,Sand goby,Gobie des sables,Gobio de arena,Pomatoschistus minutus,(Pallas 1770)
MXV,Shorthorn sculpin,Chaboisseau à épines courtes,,Myoxocephalus scorpius,(Linnaeus 1758)
TVK,,,,Parastichopus tremulus,(Gunnerus 1767)
USD,,,,Echinus acutus,Lamarck 1816
YCK,Sheepshead minnow,Pétote,Petota,Cyprinodon variegatus,Lacépède 1803
CZM,Right-handed hermit crabs nei,,,Paguridae,
KKL,,,,Actinauge richardi,(Marion 1882)
AKW,Sea mouse,Aphrodite,,Aphrodita aculeata,Linnaeus 1758
OVQ,,,,Leptometra phalangium,(Müller 1841)
OVA,,,,Antedon bifida,(Pennant 1777)
OIZ,,,,Ophioderma longicauda,(Bruzelius 1805)
UTJ,,,,Echinus melo,Lamarck 1816
AVG,,,,Anseropoda placenta,(Pennant 1777)
AVC,,,,Astropecten irregularis,(Pennant 1777)
SZY,,,,Scyphozoa,
KRY,,,,Keratoisis ornata,
QAF,,,,Pennatula phosphorea,Linnaeus 1758
QAD,,,,Pennatula borealis,M. Sars 1846
QAC,,,,Pennatula aculeata,Danielssen 1860
OJZ,,,,Ombellula spp,
HFM,,,,Halipteris finmarchica,(Sars 1851)
FQJ,,,,Funiculina quadrangularis,(Pallas 1766)
AJG,,,,Anthoptilum spp,
CZN,,,,Radicipes gracilis,(Verrill 1884)
QOE,Red trees,,,Primnoa resedaeformis,(Gunnerus 1763)
RRX,,,,Serrasalmus spp,
RWX,,,,Semaprochilodus spp,
SXZ,,,,Schizodon spp,
SXG,,,,Salminus hilarii,Valenciennes 1850
RNX,,,,Rhamdia spp,
UYX,,,,Pseudopercis spp,
QEX,,,,Potamotrygon,
MXW,,,,Pimelodus spp,
UYC,,,,Catathyridium jenynsii,(Günther 1862)
OXJ,Ripsaw catfish,,,Oxydoras niger,(Valenciennes 1821)
OXQ,Leatherjackets nei,,,Oligoplites spp,
OGW,,,,Odontesthes spp,
EZW,Sabretooth anchovys nei,,,Lycengraulis spp,
LZC,,,,Loricariichthys anus,(Valenciennes 1835)
LXZ,,,,Leporinus spp,
HZY,,,,Hypostomus spp,
HWV,Payara,,,Hydrolycus scomberoides,(Cuvier 1819)
HXV,,,,Hoplosternum spp,
HVW,,,,Hoplias spp,
HBU,,,,Hypophthalmus spp,
AXZ,,,,Gymnothorax spp,
GXX,,,,Geophagus spp,
GFW,,,,Geophagus proximus,(Castelnau 1855)
HWE,,,,Conorhynchos conirostris,(Valenciennes 1840)
IGX,,,,Cichla spp,
BXH,,,,Brycon spp,
AWZ,,,,Anodus elongatus,Agassiz 1829
GJZ,,,,Ageneiosus inermis,(Linnaeus 1766)
AZR,,,,Acestrorhynchidae,
AWF,Pike characin,,,Acestrorhynchus microlepis,(Jardine 1841)
UVN,Dusky parrotfish,Perroquet dorade,,Scarus niger,Forsskål 1775
JLD,Checkerboard wrasse,Lalo damier,Lalo ajearezado,Halichoeres hortulanus,(Lacépède 1801)
FBB,Laced moray,,,Gymnothorax favagineus,Bloch & Schneider 1801
EWZ,Moustache grouper,Mérou moustache,Mero bigotudo,Epinephelus chabaudi,(Castelnau 1861)
IIX,,,,Cephalopholis spp,
IHA,Yellowback fusilier,Fusilier à dos jaune,Fusilero de lomo amarillo,Caesio xanthonota,Bleeker 1853
IQU,Tarry hogfish,Vieille à selle noire,Vieja ensillada,Bodianus bilunulatus,(Lacépède 1801)
IQH,Madagascar sea catfish,Mâchoiron malgache,Bagre malgache,Arius madagascariensis,Vaillant 1894
IOV,Shaggy angler,,,Antennarius hispidus,(Bloch & Schneider 1801)
IJI,Dusky rubberlip,Diagramme sombre,,Plectorhinchus chubbi,(Regan 1919)
QUP,Cape knifejaw,,,Oplegnathus conwayi,Richardson 1840
QVL,Natal knifejaw,,,Oplegnathus robinsoni,Regan 1916
QUT,False red stumpnose,Spare à front rayé,Sargo ñato,Chrysoblephus lophus,(Fowler 1925)
JCU,Banded galjoen,Galjoen,,Dichistius multifasciatus,(Pellegrin 1914)
QLX,,,,Apogon spp,
OZQ,Yellow snake-eel,Serpenton jaune,Tieso amarillo,Ophichthus zophochir,Jordan & Gilbert 1882
JBX,Wormfishes nei,Poissons flechettes nca,Peces-lombriz nep,Microdesmidae,
JMX,Clingfishes nei,Gobiésocidés nca,Pejesapos nep,Gobiesocidae,
JZX,Ladyfishes nei,,Malachos nep,Elops spp,
XYX,Clinids fishes nei,Clinids nca,Trambollos nep,Clinidae,
YZX,Hawkfishes nei,Poissons faucons nca,"Chinos, halcones nep",Cirrhitidae,
QLJ,Blacktail picarel,Picarel queue noire,Chucla rabo negro,Spicara nigricauda,(Norman 1931)
YXX,Pearlfishes nei,Poissons perles nca,Carápidos nep,Carapidae,
YVX,Dragonets nei,"Dragonnets, callionymes nca",Primitas nep,Callionymidae,
XPX,Frogfishes nei,Poissons grenouilles nca,Ranisapos nep,Antennariidae,
XOX,Sandlances nei,"Equilles, cicerelles nca",Piones nep,Ammodytidae,
GHS,Goldie river mullet,,,Cestraeus goldiei,(Macleay 1883)
GPY,Lobed river mullet,,,Cestraeus plicatilis,Valenciennes 1836
GXE,River mullets nei,,,Cestraeus spp,Valenciennes 1836
IVX,Spaghetti eels nei,Anguilles-spaghettis nca,Moringas nep,Moringuidae,
JIX,Duckbills nei,,,Percophidae,
VUX,"Pipefishes, seahorses nei","Syngnathes, hippocampes nca",Cabalitos de mar nep,Syngnathidae,
VVX,Threefin blennies nei,Triptérygidés nca,Peces tres aletas nep,Tripterygiidae,
FSZ,Smallscale slimehead,Hoplostète scutelle,Reloj escama pequeña,Hoplostethus melanopus,(Weber 1913)
IEE,Bullhorn gurnard,Grondin taureau,,Lepidotrigla bispinosa,Steindachner 1898
CVE,Couma sea catfish,Mâchoiron couma,Bagre Cuma,Sciades couma,(Valenciennes 1840)
UVH,Tricolour parrotfish,Perroquet tricolore,Loro tricolor,Scarus tricolor,Bleeker 1847
UVG,Eclipse parrotfish,Perroquet éclipse,Loro eclipse,Scarus russelii,Valenciennes 1840
UVE,Ember parrotfish,Perroquet braisé,Loro violáceo,Scarus rubroviolaceus,Bleeker 1847
UVD,Common parrotfish,Perroquet commun,,Scarus psittacus,Forsskål 1775
UVB,Guinean parrotfish,Perroquet de Guinée,Loro de Guinea,Scarus hoefleri,(Steindachner 1881)
ROF,Yellowbelly flounder,,,Rhombosolea leporina,Günther 1862
QMT,Shortfin sand skate,,Raya marrón claro,Psammobatis normani,McEachran 1983
BGZ,Pigsnout grunt,Grondeur nez de cochon,Ronco trompudo,Pomadasys rogerii,(Cuvier 1830)
YTX,,,,Cyclothone spp,
NYM,Lobe-lip notothen,,,Notothenia marionensis,(Günther 1880)
GYJ,,,,Gymnoscopelus hintonoides,Hulley 1981
HGW,Antarctic spiny plunderfish,,,Harpagifer antarcticus,Nybelin 1947
LWY,,,,Lycenchelys antarctica,Regan 1913
LYZ,,,,Lycodapus antarcticus,Tomo 1981
LVP,Stout slipskin,,,Lycodapus pachysoma,Peden & Anderson 1978
LXY,,,,Lycodapus spp,
MWG,Limp eelpout,,,Melanostigma gelatinosum,Günther 1881
NSZ,,,,Nansenia antarctica,Kawaguchi & Butler 1984
OHZ,,,,Ophthalmolycus spp,
PWR,,,,Pachycara spp,
PWH,,,,Parachaenichthys spp,
PXD,,,,Paraliparis tetrapteryx,Andriashev & Neelov 1979
BVK,,,,Pogonophryne barsukovi,Andriashev 1967
DLG,,,,Pogonophryne dolichobranchiata,Andriashev 1967
PZJ,,,,Pogonophryne phyllopogon,Andriashev 1967
SZT,,,,Pogonophryne scotti,Regan 1914
PVP,,,,Protomyctophum spp,
NRD,Spotted barracudina,Barracudine pintade,Barracudina pintada,Notolepis rissoi,(Bonaparte 1840)
UHX,Hooked squids nei,Cornets Moroteuthis nca,Luriones nep,Moroteuthis spp,
OWP,"Basket, brittle, snake stars",Ophiures,Ofiuroideos,Ophiuroidea,
LWB,,,,Lycenchelys bellingshauseni,Andriashev & Permitin 1968
CWD,Feather stars and sea lilies,Crinoïdes,Crinoideos,Crinoidea,
MZU,Bottlenose fishes nei,,,Mormyrus spp,
HGY,Black driftfish,,,Hyperoglyphe bythites,(Ginsburg 1954)
HYW,Barrelfish,,,Hyperoglyphe perciformis,(Mitchill 1818)
GIQ,Opaleye,Calicagère verte,Chopa verde,Girella nigricans,(Ayres 1860)
TQZ,Pacific horse clams nei,,,Tresus spp,
SVX,Stomatopods nei,Stomatopodes nca,Estomatopodos nep,Stomatopoda,
DSE,Grass-eaters nei,,,Distichodus spp,
JCB,,,,Aethiomastacembelus cunningtoni,(Boulenger 1906)
IRQ,Sleek lates,,,Lates stappersii,(Boulenger 1914)
WLJ,Ghanian comber,Serran ganéen,Serrano ganés,Serranus accraensis,(Norman 1931)
WLK,,,,Serranus africanus,(Cadenat 1960)
DEV,Smooth grouper,Mérou lisse,Mero liso,Dermatolepis striolata,(Playfair 1867)
BFV,,,,Paragorgia johnsoni,Gray 1862
BFU,Bubble gum coral,,,Paragorgia arborea,(Linnaeus 1758)
PZL,,,,Paramuricea spp,
AZC,,,,Acanthogorgia armata,Verrill 1878
FLZ,Splitting fan coral,,,Flabellum macandrewi,Gray 1849
FLV,,,,Flabellum angulare,Moseley 1876
FLQ,,,,Flabellum alabastrum,Moseley 1876
DEJ,,,,Desmophyllum dianthus,(Esper 1794)
LWS,,,,Lophelia pertusa,(Linnaeus 1758)
QYX,,,,Stichopathes spp,
SQW,,,,Stauropathes arctica,(Lütken 1871)
NYZ,,,,Nephtheidae,
GSV,Sea strawberry,,,Gersemia rubiformis,(Ehrenberg 1834)
DFF,,,,Duva florida,(Rathke 1806)
BXX,,,,Anthomastus spp,
QDX,Giant sea spiders nei,,,Colossendeis spp,
KKV,,,,Actinostolidae,
KKW,,,,Hormathiidae,
GVX,,,,Acanthascus spp,
EQG,,,,Eurete simplicissimum,Semper 1868
BIV,Acorn barnacle,,,Smilium zancleanum,(Seguenza 1876)
UWX,,,,Uroptychus spp,
UEX,,,,Munida spp,
AJX,Spiny serolid isopod,,,Acutiserolis spp,
AJY,Fish biter,,,Aega monophthalma,Johnston 1834
UEB,,,,Stereomastis suhmi,(Bate 1878)
FAC,Crimson pasiphaeid,,,Pasiphaea tarda,Krøyer 1845
QAX,,,,Oplophorus spp,
FBX,Subantarctic ruby prawn nei,,,Acanthephyra spp,
NYX,Spider prawns nei,,,Nematocarcinus spp,
NCK,,,,Lipkebe holthuisi,Chace 1969
GOQ,Goblin prawn,,,Glyphocrangon lowryi,"Kensley, Tranter & Griffin 1987"
RZU,,,,Sympagurus dimorphus,(Studer 1883)
DJG,,,,Diacanthurus rubricatus,(Henderson 1888)
EQZ,,,,Eurythenes gryllus,(Lichtenstein 1822)
AJO,Volute,,,Alcithoe larochei,Marwick 1926
GVO,Golden volute,,,Provocator mirabilis,(Finlay 1926)
FMB,,,,Fusitriton magellanicus,(Röding 1798)
AJV,,,,Aeneator recens,(Dell 1951)
KWH,,,,Austrofusus glans,(Röding 1798)
DAL,,,,Calliostoma turnerarum,(Powell 1964)
QBX,Umbrella octopus nei,,,Opisthoteuthis spp,
OGV,,,,Pinnoctopus cordiformis,(Quoy & Gaimard 1832)
DWO,,,,Graneledone spp,
EZE,Yellow octopus,,,Enteroctopus zealandicus,(Benham 1944)
BUV,,,,Benthoctopus tegginmathae,O'Shea 1999
AVI,Giant file shell,,,Acesta maui,B.A. Marshall 2001
EGW,,,,Euciroa galatheae,(Dell 1956)
UFX,Thermiphione scaleworms,,,Thermiphione spp,
HVL,Quill worm,,,Hyalinoecia tubicola,(O.F. Müller 1776)
FXX,Eunice sea-worms,,,Eunice spp,
YOX,Tonguesole nei,Sole-langues nca,Lenguas nep,Cynoglossus spp,
OUW,Alloteuthis squids nei,Casserons nca,Puntillas nep,Alloteuthis spp,
BZX,Bonitos nei,Bonites nca,Bonitos nep,Sarda spp,
